Año;Mes;Código;Descripción;Rep.;Reg. I;Reg. II;Reg. III;Reg. IV;Reg. V;Reg. VI;Reg. VII;Reg. VIII
2024;Febrero;116503;Sandías frescas;100.09;94.16;102.19;94.98;99.60;99.66;95.40;104.03;105.84
2024;Febrero;117101;Repollo, fresco o refrigerado;109.18;109.30;120.46;111.30;102.61;104.31;112.56;99.81;109.98
2024;Febrero;117102;Coliflor;99.69;99.92;95.05;95.65;96.40;96.50;101.54;102.85;105.48
2024;Febrero;117103;Brócoli;95.95;95.94;96.29;96.57;85.38;95.86;101.18;95.89;101.55
2024;Febrero;117104;Lechuga;91.26;93.68;97.04;82.55;90.70;92.87;91.45;85.25;99.90
2024;Febrero;117105;Apio;98.93;102.54;100.00;97.22;99.52;96.85;95.20;99.57;102.36
2024;Febrero;117106;Hierbas aromáticas para cocinar;99.40;98.73;102.60;99.10;96.12;99.15;101.60;97.44;98.10
2024;Febrero;117107;Pacaya;102.61;101.38;100.00;104.45;104.58;100.00;110.53;100.00;100.20
2024;Febrero;117108;Hierbas naturales para caldo;103.07;101.84;109.46;95.73;106.35;97.21;101.75;100.88;101.89
2024;Febrero;117109;Chipilín;100.34;102.90;100.00;97.80;102.15;102.17;98.90;100.00;100.00
2024;Febrero;117201;Chile pimiento fresco;95.78;100.76;97.90;86.95;104.07;91.57;93.24;91.90;98.71
2024;Febrero;117202;Pepinos frescos;102.85;103.73;112.51;102.19;97.38;99.59;106.03;101.09;103.80
2024;Febrero;117203;Tomate fresco;96.35;101.08;100.89;89.91;93.81;93.18;94.96;94.65;101.85
2024;Febrero;117204;Güisquil;102.59;100.27;113.78;99.42;93.32;100.06;102.37;101.86;105.25
2024;Febrero;117205;Güicoy;101.04;106.88;100.71;102.67;101.57;102.01;101.69;97.03;91.53
2024;Febrero;117301;Ejotes, frescos o refrigerados;105.85;102.56;107.13;111.40;118.98;101.99;107.36;99.81;105.14
2024;Febrero;117401;Zanahorias;98.01;97.13;97.38;89.78;90.09;99.88;100.48;100.17;105.28
2024;Febrero;117402;Rábanos;102.05;97.54;114.93;103.36;100.42;101.17;105.23;99.02;99.83
2024;Febrero;117403;Cebollas;113.40;116.11;121.92;111.62;118.24;108.64;116.87;109.01;102.48
2024;Febrero;117404;Maíz verde (elote);98.00;95.61;100.00;100.00;88.20;100.00;96.30;100.00;100.00
2024;Febrero;117405;Verduras frescas o refrigeradas limpias y cortadas;100.57;99.13;100.00;109.36;100.50;98.89;100.61;95.20;100.00
2024;Febrero;117501;Papas;97.34;92.50;98.86;97.76;82.52;100.47;104.43;95.97;103.24
2024;Febrero;117601;Frijoles negros, secos;99.06;98.76;94.68;100.04;104.72;100.99;98.24;100.61;96.74
2024;Febrero;117602;Frijoles colorados, secos;98.16;101.39;100.00;96.56;95.92;98.47;99.81;99.99;93.83
2024;Febrero;117603;Otros frijoles, secos (piloy, pinto, blanco, etc);99.81;101.78;99.00;99.48;100.00;101.47;100.16;100.00;100.00
2024;Febrero;117901;Frijoles procesados y envasados;99.92;100.82;99.62;101.96;99.69;100.17;99.50;97.73;99.91
2024;Febrero;118101;Azúcar de caña;99.77;100.29;99.10;99.88;100.95;98.49;99.91;99.96;100.05
2024;Febrero;118301;Miel;98.33;100.84;100.00;89.02;100.00;100.00;101.68;100.00;98.44
2024;Febrero;118501;Pastilla de chocolate para hervir;100.28;100.08;100.00;99.03;100.00;102.79;100.55;100.00;100.00
2024;Febrero;118601;Helado industrializado (base a leche, hielo, fruta, etc);100.81;101.44;100.00;100.00;101.03;101.99;100.56;100.44;100.83
2024;Febrero;118901;Otra confitería de azúcar y postres NEC (No contiene cacao);100.42;99.22;100.36;100.27;100.74;101.64;100.13;100.21;100.10
2024;Febrero;119101;Sopas instantáneas;100.27;101.02;100.00;101.21;102.40;100.99;99.65;99.08;99.10
2024;Febrero;119201;Alimentos para bebé;101.51;101.82;104.73;102.36;97.78;102.19;102.37;102.91;100.48
2024;Febrero;119301;Sal;101.18;100.50;100.33;102.81;101.74;102.63;100.97;100.34;101.99
2024;Febrero;119302;Consomé;100.46;100.77;100.16;100.03;100.71;100.38;100.41;100.04;101.01
2024;Febrero;119303;Sazonadores y ablandadores;98.19;96.72;98.58;98.01;99.49;101.61;98.45;93.35;97.83
2024;Febrero;119304;Salsa de tomate;101.13;101.43;100.78;101.16;100.99;102.01;102.07;100.79;99.84
2024;Febrero;119305;Salsa tipo Kétchup;100.06;100.21;102.73;101.97;99.93;100.92;100.79;95.11;101.62
2024;Febrero;119306;Mayonesa;100.65;101.29;98.24;99.53;103.52;99.85;100.29;103.23;99.10
2024;Febrero;119401;Chiles secos enteros y molidos;100.26;99.97;99.76;100.79;100.07;98.92;100.41;101.76;100.00
2024;Febrero;119901;Bases para sopas;99.17;98.05;98.89;95.64;102.89;100.89;100.69;96.29;100.38
2024;Febrero;119902;Suplementos nutricionales;100.29;100.01;100.00;100.00;100.00;102.87;98.72;100.00;100.00
2024;Febrero;119903;Snacks (excluye papalinas, plataninas, yucas, malangas, etc);100.26;100.72;100.18;99.49;99.56;102.12;100.20;99.67;100.53
2024;Febrero;119904;Hojas para tamales;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;121001;Jugos de frutas líquidos;100.26;98.69;99.25;100.81;101.99;100.08;100.41;99.27;100.66
2024;Febrero;121002;Jugos de frutas en polvo;99.56;100.52;101.89;98.96;100.79;97.32;100.73;98.66;98.72
2024;Febrero;122001;Café molido;99.76;99.58;100.72;99.37;97.90;98.35;99.21;97.18;104.78
2024;Febrero;122002;Café instantáneo;99.62;98.04;100.00;98.61;100.69;100.13;100.93;100.13;99.14
2024;Febrero;123001;Té de frutas y medicinales;100.17;101.04;105.62;99.93;99.22;98.14;99.35;101.18;98.35
2024;Febrero;125001;Agua purificada;101.11;100.74;99.17;101.09;104.27;99.39;100.24;98.81;102.22
2024;Febrero;126001;Gaseosas;100.07;99.54;99.44;100.41;101.73;101.44;100.29;98.71;99.08
2024;Febrero;129001;Bebidas hidratantes y energizantes;102.67;104.93;104.43;103.74;100.06;102.38;101.33;107.69;99.95
2024;Febrero;130001;Servicio de molienda de maíz;99.53;100.00;100.00;100.00;106.99;96.77;100.22;92.96;100.00
2024;Febrero;2;BEBIDAS ALCOHÓLICAS, TABACO Y NARCÓTICOS;99.17;99.73;100.79;101.65;101.50;99.34;98.00;97.37;98.20
2024;Febrero;211001;Aguardiente;99.52;101.04;101.23;100.37;99.91;99.16;98.47;100.32;97.78
2024;Febrero;211002;Whisky;94.49;98.36;0.00;97.19;101.08;0.00;0.00;79.61;0.00
2024;Febrero;213001;Cerveza (todo tipo);99.64;100.29;100.51;101.54;102.13;100.41;97.72;97.86;98.11
2024;Febrero;230101;Cigarros;99.39;99.88;102.08;102.58;98.51;96.82;99.20;101.49;98.47
2024;Febrero;3;ROPA Y CALZADO;100.20;100.50;100.00;100.37;100.85;99.86;100.25;100.06;100.17
2024;Febrero;311001;Tela para ropa uso diario;100.42;97.89;100.00;97.56;100.51;100.00;100.88;100.00;103.71
2024;Febrero;312101;Chumpas para hombres (mayores de 12 años);99.96;100.34;100.00;100.00;100.00;100.00;99.52;100.00;100.00
2024;Febrero;312102;Suéteres de algodón para hombres (mayores de 12 años);100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;312103;Camisas con botones para hombres (mayores de 12 años);99.99;99.11;100.00;101.65;102.40;100.00;99.65;96.54;100.12
2024;Febrero;312104;Camisas tipo Polo para hombres (mayores de 12 años);99.88;100.43;100.00;99.13;99.35;100.00;99.12;100.00;100.91
2024;Febrero;312105;Playeras para hombres (mayores de 12 años);100.36;100.80;100.00;100.00;100.01;100.17;99.93;99.88;102.29
2024;Febrero;312106;Pantalones de vestir para hombres (mayores de 12 años);100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;312107;Pantalones de lona para hombres (mayores de 12 años);100.44;101.19;100.00;99.93;103.24;98.96;100.48;100.38;100.00
2024;Febrero;312108;Pantalones largos deportivo para hombres (mayores a 12 años);100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;312109;Pantalonetas deportivas para hombres (mayores de 12 años);100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;312110;Trajes formales (incluye los trajes formales tradicionales)para hombres (mayores de 12 años);100.51;100.80;100.00;100.00;100.00;100.00;102.03;100.00;100.00
2024;Febrero;312111;Calzoncillos para hombres (mayores de 12 años);100.85;100.00;100.00;99.99;101.41;100.00;99.50;107.72;100.00
2024;Febrero;312112;Calcetines para hombres (mayores de 12 años);100.20;100.13;100.36;97.75;98.10;101.29;100.90;102.83;100.92
2024;Febrero;312201;Chumpas y chaquetas para niños (mayores de 2 y menores de 12 años);100.03;100.26;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;312202;Camisas de vestir para niños (mayores de 2 y menores de 12 años);100.58;99.97;100.19;99.53;105.90;100.00;98.67;100.05;100.00
2024;Febrero;312203;Playeras para niños (mayores de 2 y menores de 12 años);99.78;100.00;100.13;98.30;101.51;100.00;99.28;99.92;100.00
2024;Febrero;312204;Pantalones de vestir para niños (mayores de 2 y menores de 12 años);100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;312205;Pantalones de lona para niños (mayores de 2 y menores de 12 años);100.00;100.22;100.00;96.70;101.87;99.60;100.64;100.51;101.22
2024;Febrero;312206;Trajes formales incluye trajes formales tradicionales para niños (mayores de 2 y menores de 12 años);100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;312207;Calzoncillos para niños (mayores de 2 y menores de 12 años);100.53;98.21;100.00;100.00;100.00;100.00;99.99;107.24;100.00
2024;Febrero;312208;Calcetines para niños (mayores de 2 y menores de 12 años);99.74;100.20;100.00;100.00;100.00;98.84;100.47;100.00;98.38
2024;Febrero;312301;Suéteres, mañaneras para mujeres (mayores de 12 años);99.98;99.93;100.00;100.00;105.81;100.00;98.13;99.99;100.00
2024;Febrero;312302;Blusas formales para mujeres (mayores de 12 años);100.21;100.31;99.97;100.00;100.00;100.56;101.61;99.10;98.80
2024;Febrero;312303;Blusas casuales para mujeres (mayores de 12 años);100.97;110.30;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;312304;Pantalones de vestir de tela para mujeres (mayores de 12 años);100.14;99.97;100.00;100.02;101.39;100.00;100.00;99.98;100.00
2024;Febrero;312305;Pantalones de lona para mujeres (mayores de 12 años);99.86;99.83;99.96;98.90;99.90;99.23;100.55;100.63;100.84
2024;Febrero;312306;Vestidos formales y casuales para mujeres (mayores de 12 años);100.55;101.51;100.04;100.05;100.00;100.00;100.87;102.08;100.58
2024;Febrero;312307;Vestidos de fiesta para mujeres (mayores de 12 años);100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;312308;Faldas formales y casuales para mujeres (mayores de 12 años);100.01;98.64;99.93;100.53;100.50;100.00;100.00;99.75;99.70
2024;Febrero;312309;Traje tradicional para mujeres (mayores de 12 años);100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;312310;Prenda tradicional para mujeres (mayores de 12 años);100.10;100.81;100.00;100.00;100.00;100.00;100.77;99.87;100.00
2024;Febrero;312311;Calzones para mujeres (mayores de 12 años);99.75;99.33;100.01;100.15;100.00;100.00;100.70;97.64;100.00
2024;Febrero;312312;Sostenes para mujeres (mayores de 12 años);99.86;97.98;100.00;100.00;100.00;100.00;100.00;100.51;100.00
2024;Febrero;312401;Suéteres, mañaneras para niñas (mayores de 2 y menores de 12 años);100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;312402;Blusas formales y casuales para niñas (mayores de 2 y menores de 12 años);99.69;101.05;100.00;97.38;100.00;100.00;100.00;99.83;100.00
2024;Febrero;312403;Pantalones de lona para niñas (mayores de 2 y menores de 12 años);100.17;100.38;100.00;99.47;100.00;100.00;101.87;99.96;100.00
2024;Febrero;312404;Traje tradicional para niñas (mayores de 2 y menores de 12 años);100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;312405;Prenda tradicional para niñas (mayores de 2 y menores de 12 años);100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;312406;Vestidos formales y casuales para niñas (mayores de 2 y menores de 12 años);100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;312407;Calzones para niñas (mayores de 2 y menores de 12 años);99.18;100.02;100.00;95.59;100.00;100.00;99.86;99.65;99.32
2024;Febrero;312501;Camisas/blusas para bebés (menores de 2 años);100.25;99.75;100.00;100.00;100.00;100.00;102.33;100.00;100.00
2024;Febrero;312502;Chaquetas, suéteres, abrigos para bebés (menores de 2 años);99.69;94.80;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;312503;Pantalones para bebés (menores de 2 años);100.06;101.08;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;312504;Mamelucos y bodys para bebés (menores de 2 años);101.22;100.12;99.94;100.00;104.36;99.64;100.04;102.93;102.08
2024;Febrero;312601;Uniformes escolares en general;100.90;98.93;100.00;99.74;103.18;100.78;101.20;102.76;100.00
2024;Febrero;313101;Cinchos;100.17;100.02;100.00;99.97;100.00;100.00;100.13;100.99;100.00
2024;Febrero;313102;Gorras;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;313201;Hilos;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;314101;Lavado;100.18;100.56;100.00;100.00;100.00;99.66;101.08;100.00;100.00
2024;Febrero;321101;Zapato acordonado para hombre;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;321102;Zapato tipo mocasín para hombre;100.50;101.08;100.00;99.16;102.38;100.22;100.24;100.93;99.88
2024;Febrero;321103;Botas y botines para hombre;102.23;100.00;100.00;109.55;100.00;100.00;100.00;106.67;100.00
2024;Febrero;321104;Tenis (Zapatillas) para hombre;101.32;99.99;100.00;111.04;100.00;100.00;100.00;100.00;100.00
2024;Febrero;321105;Sandalias (chanclas, caites, pantuflas) para hombre;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;321201;Zapatos casuales para mujer;101.14;100.00;100.00;99.15;103.22;100.00;101.69;100.00;104.24
2024;Febrero;321202;Zapatos de tacón alto y bajo para mujer;99.80;100.17;100.00;100.00;104.59;99.01;101.38;95.65;99.41
2024;Febrero;321203;Sandalias con o sin tacón para mujer;100.01;100.29;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;321204;Botas o botines con y sin tacón para mujer;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;321205;Chanclas, caites, pantuflas para mujer;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;321206;Tenis (Zapatillas) para mujer;99.48;100.72;100.00;94.01;99.21;100.00;101.50;100.00;100.00
2024;Febrero;321301;Zapatos casuales (incluye sandalias, chanclas, caites y pantuflas) para niños (menores a 13 años);100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;321302;Zapatos escolares para niños (menores a 13 años);100.74;100.00;100.00;100.80;106.63;100.00;100.48;98.13;100.00
2024;Febrero;321303;Tenis (Zapatillas) para niños (menores a 13 años);98.45;100.00;100.00;86.60;100.00;100.00;100.00;100.00;100.00
2024;Febrero;4;VIVIENDA, AGUA, ELECTRICIDAD, GAS Y OTROS;99.37;100.01;99.83;98.67;98.49;98.69;99.68;99.96;98.87
2024;Febrero;411101;Alquiler de vivienda;100.30;100.42;100.00;100.07;100.00;100.92;100.00;100.00;100.22
2024;Febrero;431101;Pintura (de agua o aceite);100.62;100.06;100.00;99.52;102.25;99.95;100.46;100.68;101.12
2024;Febrero;431102;Cemento;100.18;99.95;100.00;100.02;100.30;100.64;100.27;100.37;99.94
2024;Febrero;431103;Cal;100.02;100.00;100.00;100.00;100.00;100.00;100.16;100.00;100.00
2024;Febrero;431104;Block;99.77;100.00;100.00;100.00;100.00;100.00;97.37;100.00;100.00
2024;Febrero;431105;Otros productos y materiales para reparación y mantenimiento;99.97;99.86;100.00;99.88;99.60;100.00;99.48;100.53;100.00
2024;Febrero;431106;Artículos de plomería;99.94;99.20;100.00;100.00;100.00;100.00;99.91;100.00;100.00
2024;Febrero;431107;Madera;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;431108;Pisos;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;431109;Puertas y ventanas;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;432101;Servicios de mantenimiento y reparación de viviendas;99.67;100.00;100.00;97.70;100.00;100.00;100.00;100.00;100.00
2024;Febrero;432102;Servicio de vigilancia residencial;100.00;100.00;0.00;100.00;100.00;100.00;100.00;0.00;0.00
2024;Febrero;441101;Pago por consumo de agua;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;441201;Compra de agua para el hogar por otros medios (no agua para beber);100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;442001;Pago por servicio de recolección de basura;103.91;109.44;100.00;100.00;100.00;105.27;95.73;100.00;100.00
2024;Febrero;451001;Consumo de energía eléctrica;98.98;99.66;99.17;99.46;99.84;94.91;99.77;99.98;99.60
2024;Febrero;452201;Gas en contenedores;93.95;95.36;100.00;92.17;88.60;92.49;97.82;99.06;89.82
2024;Febrero;454101;Carbón;102.02;105.71;103.32;99.85;99.44;100.26;101.77;104.30;99.84
2024;Febrero;454201;Leña;100.45;101.57;100.00;99.62;100.00;105.74;100.00;100.00;100.00
2024;Febrero;454202;Ocote;100.32;103.03;100.00;100.00;100.00;100.00;101.97;100.00;100.00
2024;Febrero;5;MOBILIARIO, EQUIPO Y MANTENIMIENTO DEL HOGAR;99.94;100.07;100.10;99.82;99.38;100.28;99.66;100.17;99.89
2024;Febrero;511101;Muebles de sala;100.01;98.98;100.00;100.23;99.82;100.50;101.04;100.85;99.60
2024;Febrero;511102;Muebles de comedor;99.70;98.69;100.00;99.70;101.48;99.73;99.01;100.00;99.32
2024;Febrero;511103;Muebles de cocina;99.96;99.25;100.00;100.00;100.01;100.00;100.00;100.00;100.48
2024;Febrero;511104;Muebles de dormitorio;100.00;100.00;99.85;101.36;99.74;98.87;99.72;100.94;99.32
2024;Febrero;511401;Espejos;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;521101;Cortinas;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;521201;Ropa de cama;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;521202;Hamacas;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;521301;Manteles;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;521302;Toallas de tela;99.67;101.85;100.00;100.00;100.00;100.00;96.35;100.00;100.00
2024;Febrero;531101;Refrigeradores y refrigeradores de temperatura dual;98.97;99.38;100.18;95.96;99.39;100.16;98.51;100.00;99.04
2024;Febrero;531102;Estufas;99.84;101.95;100.00;99.92;100.04;98.66;101.40;98.59;99.60
2024;Febrero;531103;Hornos pequeños;98.16;97.10;99.89;96.07;98.29;98.86;97.69;97.55;100.84
2024;Febrero;531201;Lavadoras;99.23;99.57;100.00;100.16;94.27;100.14;97.63;100.15;100.00
2024;Febrero;532101;Licuadoras;99.70;102.23;100.20;98.43;97.82;99.93;99.27;99.49;99.91
2024;Febrero;532901;Ventiladores;99.92;101.68;100.00;100.88;99.84;100.00;100.37;96.14;98.44
2024;Febrero;540101;Vajillas;100.45;100.53;100.00;100.00;102.60;100.00;99.50;100.00;100.00
2024;Febrero;540301;Ollas y cacerolas;100.99;99.81;100.00;100.00;109.54;100.00;101.91;97.80;100.44
2024;Febrero;540302;Sartenes;100.91;100.74;97.93;100.00;100.00;105.39;100.30;101.04;102.05
2024;Febrero;540303;Ollas a presión;100.01;102.64;99.41;97.92;102.09;100.00;99.86;95.63;98.98
2024;Febrero;540304;Vasos y tazas de  plástico y melamina;100.89;104.66;100.00;100.00;100.00;100.00;106.27;100.00;100.00
2024;Febrero;551001;Herramienta eléctrica;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;552101;Herramientas no motorizadas;100.47;99.72;100.02;100.54;100.88;99.67;100.92;100.92;100.46
2024;Febrero;552201;Bombillas;100.44;99.79;97.14;100.00;100.00;105.87;102.96;100.00;100.00
2024;Febrero;561101;Detergente en polvo o líquido;100.32;99.60;100.29;99.65;95.32;104.10;98.93;102.65;100.86
2024;Febrero;561102;Jabón para ropa;98.96;97.97;100.31;100.39;98.64;98.10;98.59;98.36;98.21
2024;Febrero;561103;Desinfectante;98.41;97.68;99.74;99.70;100.00;98.48;94.91;97.73;98.85
2024;Febrero;561104;Cloro;100.68;100.22;101.34;100.29;100.00;101.30;101.07;100.19;100.97
2024;Febrero;561105;Jabón para trastos en crema, líquido, trozo y polvo;99.82;99.98;100.00;98.02;100.00;99.89;100.13;100.65;100.00
2024;Febrero;561106;Suavizantes de ropa;99.97;99.89;100.00;100.00;100.00;100.83;98.38;100.39;100.23
2024;Febrero;561107;Escobas;100.33;98.82;100.63;100.12;100.73;96.95;101.06;101.62;100.89
2024;Febrero;561108;Esponjas;101.09;100.11;111.80;100.00;100.00;98.42;100.68;100.00;104.42
2024;Febrero;561901;Aromatizante ambiental;98.22;100.72;100.17;99.32;97.32;94.30;99.76;84.96;101.20
2024;Febrero;561902;Insecticidas, pesticidas, fungicidas;100.42;99.63;100.00;100.00;100.00;99.63;106.44;100.00;100.00
2024;Febrero;561903;Papel de cocina;99.64;102.09;96.82;100.00;101.34;94.61;99.45;100.00;100.00
2024;Febrero;561904;Papel aluminio;99.02;101.09;100.00;100.00;100.00;100.17;98.78;100.00;93.73
2024;Febrero;561905;Veladoras;99.56;100.72;97.17;100.00;101.68;100.00;98.52;100.00;102.60
2024;Febrero;561906;Velas y candelas;99.96;100.00;100.00;100.00;100.00;100.00;99.62;100.00;100.00
2024;Febrero;561907;Fósforos y/o cerillos;99.89;99.44;100.00;99.76;100.00;100.00;99.94;100.00;99.88
2024;Febrero;561908;Lazos y cordeles para tender ropa;99.34;100.79;100.00;100.00;100.00;96.08;100.00;100.00;97.80
2024;Febrero;562101;Servicio para el hogar;100.64;101.66;100.89;100.00;100.00;100.00;101.65;100.00;100.57
2024;Febrero;6;SALUD;100.08;100.03;99.91;100.13;99.80;100.32;100.01;100.50;100.12
2024;Febrero;611101;Acetaminofén (Paracetamol);100.08;97.15;99.58;101.94;100.00;100.00;99.48;100.00;101.37
2024;Febrero;611102;Diclofenaco;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;611103;Ibuprofeno;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;611104;Ambroxol y Bromhexina;99.96;101.52;100.00;99.01;100.00;99.94;99.09;101.42;100.00
2024;Febrero;611105;Dextrometorfano y/o guaifenesina;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;611106;Losartán;100.26;100.00;100.00;100.82;100.00;100.00;100.18;99.96;100.01
2024;Febrero;611107;Irbesartán;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;611108;Valsartán;99.99;99.94;100.00;100.00;100.00;100.00;100.00;0.00;100.00
2024;Febrero;611109;Enalapril;99.97;99.83;100.00;100.01;100.00;100.00;100.00;100.00;100.00
2024;Febrero;611110;Medicamentos para la diabetes;99.61;100.90;99.76;98.58;97.20;102.43;98.73;100.00;100.00
2024;Febrero;611111;Medicamentos neurológicos o neurofármacos;99.94;100.00;100.00;100.00;100.00;100.00;100.06;100.00;99.16
2024;Febrero;611112;Medicamentos oftalmológicos;100.18;98.72;99.86;100.00;101.60;100.00;99.88;101.13;100.34
2024;Febrero;611113;Medicamentos dermatológicos;100.22;100.00;100.00;100.00;100.00;100.00;100.00;100.00;101.34
2024;Febrero;611114;Vitaminas, multivitamínicos y minerales;100.43;100.74;99.75;100.09;99.70;100.77;100.29;102.43;100.23
2024;Febrero;611115;Medicamentos para huesos y articulaciones;100.00;99.99;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;611116;Medicamentos relajantes musculares;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;611117;Medicamentos gastrointestinales;100.11;97.30;100.00;100.52;100.83;100.16;101.69;100.02;100.08
2024;Febrero;611118;Amoxicilina;99.83;100.00;100.00;100.08;100.00;100.00;99.17;99.63;100.11
2024;Febrero;611119;Penicilina;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;611120;Trimetoprim y/o sulfametoxazol;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;611121;Alcohol medicinal;100.01;100.04;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;611122;Mercuriocromo;99.99;99.94;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;611123;Mertiolate o metafe;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;611124;Anticonceptivos (orales, inyectables, subdérmicos y subcutáneos);100.38;100.00;100.00;100.00;100.00;100.00;105.27;100.00;100.00
2024;Febrero;611125;Loratadina;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;611201;Medicamentos naturales y homeopáticos;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;612201;Dispositivos o productos terapéuticos;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;612301;Otros dispositivos de tratamiento para uso personal;100.00;100.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00
2024;Febrero;612302;Productos para botiquín;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;613101;Lentes correctivos completos y por separado (aros o lentes);100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;613301;Productos para incontinencia;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;621901;Consulta con ginecólogo y obstetra;100.41;100.00;100.00;101.53;100.00;102.05;99.37;100.00;100.00
2024;Febrero;621902;Consulta con pediatra;100.22;100.00;100.00;100.96;100.00;100.00;100.62;100.00;100.00
2024;Febrero;621903;Consulta con cardiólogo;100.06;100.00;100.00;100.00;100.00;100.63;100.00;100.00;100.00
2024;Febrero;621904;Consulta con gastroenterólogo;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;621905;Consulta con oftalmólogo;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;621906;Consulta con endocrinólogo;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;621907;Consulta con traumatólogo;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;621908;Consulta con neumólogo;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;621909;Consulta con médico general internista;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Febrero;622101;Limpieza dental;100.05;100.00;100.41;100.00;100.00;99.96;100.00;100.00;100.00
